date,precip_median,spi_3,spi_6,spi_12,ndvi_final
2000-02-01,15.669909,0.8170371448259425,0.8094983083547941,0.6912523186810189,0.3178
2000-03-01,26.737835,0.6010813621248167,0.7832466062151655,0.6525326973536397,0.2842
2000-04-01,0.0,0.3966263591641871,0.5721173214243748,0.6205706552366634,0.2648
2000-05-01,0.0,0.2972749723385658,0.5515778429447173,0.524158442056071,0.2435
2000-06-01,6.280815,-0.0690077564543823,0.3554936228845615,0.574457944555594,0.2035
2000-07-01,0.0,0.1180890286913971,0.2352088607105953,0.6142878088206727,0.1918
2000-08-01,0.0,0.3793163882367389,0.1881022218173893,0.6141339257279306,0.1839
2000-09-01,0.0,-2.2331582545597595,-0.3441725013333599,0.5432656343765732,0.1894
2000-10-01,0.0,-2.1032412896063395,-0.1905644851283155,0.3739503668940849,0.201
2000-11-01,0.0,-2.2587060047474723,-0.3538585800144154,0.3754745957860059,0.224
2000-12-01,0.0,-2.109495383545165,-2.63465873290339,0.0879722644580604,0.2593
2001-01-01,0.0,-1.9717192071437963,-2.2737067700292304,0.0179057868044208,0.3051478260869565
2001-02-01,0.0,-2.089033148139367,-2.269918452743801,-0.0864348046042455,0.3473
2001-03-01,0.0,-2.454347661724233,-2.286362277794165,-0.4678579778410744,0.3602
2001-04-01,0.0,-2.455609092133378,-2.4717618459946684,-0.4723922141905795,0.2895
2001-05-01,0.0,-2.4498613655231747,-2.6832702530065697,-0.6147614827206591,0.2225
2001-06-01,0.0,-2.6680973724862618,-2.9719927302984277,-2.9416666846309605,0.1944
2001-07-01,0.0,-2.659947757834633,-2.937462581593472,-2.698986526368285,0.1789
2001-08-01,0.0,-2.6847049494199293,-2.924321996231963,-2.699281692870102,0.1856
2001-09-01,0.0,-2.2331582545597595,-3.2740535496540444,-2.976915351951909,0.1896
2001-10-01,0.0,-2.1032412896063395,-2.936876937660804,-2.990513032445864,0.183
2001-11-01,0.0,-2.2587060047474723,-3.2432298876519217,-2.984448030034566,0.1963
2001-12-01,0.0,-2.109495383545165,-2.63465873290339,-3.358630268465934,0.2306862068965517
2002-01-01,0.0,-1.9717192071437963,-2.2737067700292304,-2.94883213979323,0.2781
2002-02-01,0.0,-2.089033148139367,-2.269918452743801,-2.93549246267326,0.297
2002-03-01,0.0,-2.454347661724233,-2.286362277794165,-2.9191842812098656,0.3483
2002-04-01,0.0,-2.455609092133378,-2.4717618459946684,-2.92981997673527,0.3941
2002-05-01,0.0,-2.4498613655231747,-2.6832702530065697,-3.2559695307835224,0.3388
2002-06-01,0.0,-2.6680973724862618,-2.9719927302984277,-2.9416666846309605,0.2168
2002-07-01,0.0,-2.659947757834633,-2.937462581593472,-2.698986526368285,0.1966
2002-08-01,0.0,-2.6847049494199293,-2.924321996231963,-2.699281692870102,0.2029
2002-09-01,0.0,-2.2331582545597595,-3.2740535496540444,-2.976915351951909,0.1979
2002-10-01,0.0,-2.1032412896063395,-2.936876937660804,-2.990513032445864,0.1998
2002-11-01,0.0,-2.2587060047474723,-3.2432298876519217,-2.984448030034566,0.2391
2002-12-01,0.0,-2.109495383545165,-2.63465873290339,-3.358630268465934,0.3240965517241379
2003-01-01,0.0,-1.9717192071437963,-2.2737067700292304,-2.94883213979323,0.4006
2003-02-01,0.0,-2.089033148139367,-2.269918452743801,-2.93549246267326,0.4537
2003-03-01,0.0,-2.454347661724233,-2.286362277794165,-2.9191842812098656,0.4801
2003-04-01,0.0,-2.455609092133378,-2.4717618459946684,-2.92981997673527,0.4546
2003-05-01,23.101282,0.2558192075547751,-0.0098097316078208,-0.2967847670666718,0.3292
2003-06-01,0.0,0.3012672282626661,-0.0795714540290222,-0.1819344434309064,0.2295
2003-07-01,2.8017664,0.6097500910092505,0.0336147514165661,-0.0635827100394844,0.2028
2003-08-01,0.0,0.1098798195870341,0.1095293409219865,-0.0637473620881936,0.2051
2003-09-01,5.5192504,0.5172038611727309,0.1803922631717596,-0.1154687228086687,0.203
2003-10-01,77.2473,1.0761779611818914,0.8537657168307559,0.256726977014438,0.2136
2003-11-01,66.78955,1.053696442338773,0.90251614683184,0.4353673644281852,0.2823
2003-12-01,0.0,0.935159450092824,0.819332550051381,0.3538132074337354,0.3448379310344828
2004-01-01,21.169136,0.7388287800380391,0.8082355610578036,0.4922144123379888,0.3769
2004-02-01,0.0,0.3175936544717744,0.7413105589309618,0.4934482993748486,0.4015
2004-03-01,55.473167,0.5720367496788944,0.7823530223074917,0.5980811841917588,0.4341
2004-04-01,29.512024,0.6326506132784807,0.6381639156989098,0.6449752192898969,0.4051
2004-05-01,0.0,0.6821098813475378,0.4405927824927932,0.5536534020093776,0.3281
2004-06-01,9.513863,0.4839565247274636,0.4555985004718607,0.6208250509918932,0.2574
2004-07-01,3.17603,0.3405212227190601,0.496366699917687,0.663237548339441,0.2211
2004-08-01,4.251592,0.800101124270176,0.6225374049693861,0.6695544969366648,0.2068
2004-09-01,10.160967,0.787291557309633,0.4272201645158683,0.6293011444880494,0.2095
2004-10-01,55.365536,1.0001359158408525,0.7138789370693304,0.589749746865561,0.2615
2004-11-01,54.188564,0.9523130020292676,0.8385976246863964,0.5690028934263602,0.2771
2004-12-01,62.177498,1.0079989503830964,0.9225743156726942,0.6115140626266675,0.3749
2005-01-01,19.328308,0.8858407273842211,0.8821951724037266,0.678071205807152,0.3806127659574468
2005-02-01,51.03557,0.8624724919871257,0.8926557704476136,0.7510344352515943,0.3867063829787234
2005-03-01,0.0,0.5420966308553089,0.8179384896653058,0.67263700932208,0.3928
2005-04-01,0.0,0.4554500845434622,0.6667261372402941,0.6250800697131091,0.3088
2005-05-01,0.0,-2.4498613655231747,0.5206905847610706,0.5728556406833776,0.2306
2005-06-01,14.302933,0.1531689390021184,0.3352371537931809,0.6305127201730157,0.2073
2005-07-01,0.0,0.3821962106582507,0.3398277916730122,0.6669151505285893,0.1953
2005-08-01,0.0,0.7192034502004057,-0.0663827223627242,0.6602596853295863,0.1937
2005-09-01,0.0,-2.2331582545597595,-0.0980723054066438,0.5946576523317773,0.1971
2005-10-01,0.0,-2.1032412896063395,0.0425119919223638,0.4884943343251128,0.2039
2005-11-01,0.0,-2.2587060047474723,-0.1138365056582111,0.3670429695192952,0.24295
2005-12-01,0.0,-2.109495383545165,-2.63465873290339,0.0684192813788647,0.3319
2006-01-01,125.73199,0.8586330440100247,0.6947304946645383,0.4807037966010646,0.3794499999999999
2006-02-01,0.0,0.8428455561589816,0.6341635416568635,0.3633640529004859,0.43135
2006-03-01,0.0,0.7602319839217054,0.5853647261689915,0.365942947329066,0.4731
2006-04-01,0.0,-2.455609092133378,0.5257002559763563,0.3637475720180064,0.4161
2006-05-01,0.0,-2.4498613655231747,0.5012301195781813,0.2888029918497852,0.2936
2006-06-01,0.0,-2.6680973724862618,0.489546194762018,0.3217058349585279,0.2291
2006-07-01,3.655879,-0.0317126282924986,-0.4581711520642522,0.3921427468186891,0.2081
2006-08-01,0.0,0.1931375600072848,-0.4052035665897912,0.3919869426959949,0.2021
2006-09-01,0.0,0.2742303094914122,-0.4875148414352643,0.3227848072544138,0.2034
2006-10-01,0.0,-2.1032412896063395,-0.3260991627050488,0.3187699351074604,0.2035
2006-11-01,0.0,-2.2587060047474723,-0.4940122518688558,0.320373909079007,0.23
2006-12-01,0.0,-2.109495383545165,-0.2926869623772527,0.2280476945929742,0.2418
2007-01-01,0.0,-1.9717192071437963,-2.2737067700292304,-0.5881091193954386,0.2518
2007-02-01,0.0,-2.089033148139367,-2.269918452743801,-0.5824958861154874,0.3041
2007-03-01,0.0,-2.454347661724233,-2.286362277794165,-0.5754752689608866,0.2934
2007-04-01,0.0,-2.455609092133378,-2.4717618459946684,-0.580288816645898,0.3155
2007-05-01,0.0,-2.4498613655231747,-2.6832702530065697,-0.7308679401120798,0.2915
2007-06-01,0.0,-2.6680973724862618,-2.9719927302984277,-0.5859444522854608,0.2217
2007-07-01,0.0,-2.659947757834633,-2.937462581593472,-2.698986526368285,0.1965
2007-08-01,0.0,-2.6847049494199293,-2.924321996231963,-2.699281692870102,0.1943
2007-09-01,0.0,-2.2331582545597595,-3.2740535496540444,-2.976915351951909,0.2001
2007-10-01,0.0,-2.1032412896063395,-2.936876937660804,-2.990513032445864,0.21
2007-11-01,0.0,-2.2587060047474723,-3.2432298876519217,-2.984448030034566,0.2404
2007-12-01,0.0,-2.109495383545165,-2.63465873290339,-3.358630268465934,0.3115
2008-01-01,0.0,-1.9717192071437963,-2.2737067700292304,-2.94883213979323,0.35558
2008-02-01,0.0,-2.089033148139367,-2.269918452743801,-2.93549246267326,0.4003
2008-03-01,0.0,-2.454347661724233,-2.286362277794165,-2.9191842812098656,0.3958
2008-04-01,0.0,-2.455609092133378,-2.4717618459946684,-2.92981997673527,0.3027
2008-05-01,0.0,-2.4498613655231747,-2.6832702530065697,-3.2559695307835224,0.2395
2008-06-01,0.0,-2.6680973724862618,-2.9719927302984277,-2.9416666846309605,0.2092
2008-07-01,0.0,-2.659947757834633,-2.937462581593472,-2.698986526368285,0.1868
2008-08-01,0.0,-2.6847049494199293,-2.924321996231963,-2.699281692870102,0.1876
2008-09-01,0.0,-2.2331582545597595,-3.2740535496540444,-2.976915351951909,0.2
2008-10-01,0.0,-2.1032412896063395,-2.936876937660804,-2.990513032445864,0.2333
2008-11-01,0.0,-2.2587060047474723,-3.2432298876519217,-2.984448030034566,0.2639920634920635
2008-12-01,0.0,-2.109495383545165,-2.63465873290339,-3.358630268465934,0.3253761904761905
2009-01-01,0.0,-1.9717192071437963,-2.2737067700292304,-2.94883213979323,0.3829238095238095
2009-02-01,0.0,-2.089033148139367,-2.269918452743801,-2.93549246267326,0.4443079365079365
2009-03-01,0.0,-2.454347661724233,-2.286362277794165,-2.9191842812098656,0.4794
2009-04-01,0.0,-2.455609092133378,-2.4717618459946684,-2.92981997673527,0.4405
2009-05-01,0.0,-2.4498613655231747,-2.6832702530065697,-3.2559695307835224,0.2937
2009-06-01,0.0,-2.6680973724862618,-2.9719927302984277,-2.9416666846309605,0.2367
2009-07-01,0.0,-2.659947757834633,-2.937462581593472,-2.698986526368285,0.2148
2009-08-01,0.0,-2.6847049494199293,-2.924321996231963,-2.699281692870102,0.2055
2009-09-01,33.722992,1.077383814597778,0.2080321151750255,-0.0964760558972539,0.2316
2009-10-01,24.560352,0.9244614667265344,0.5543077325931209,0.0548742378204161,0.2427
2009-11-01,23.624306,0.7954251567888014,0.5668261943292658,0.1634157982569334,0.2492
2009-12-01,96.70149,0.9375285474989128,0.8941645449025762,0.3614842578751616,0.2948770491803278
2010-01-01,117.62505,1.107458645646191,1.041727374184544,0.6675511079158146,0.3597229508196721
2010-02-01,148.84457,1.310307399365661,1.149465815200125,0.864397743904482,0.4665
2010-03-01,91.54489,1.2700841862031789,1.138850224801264,0.9631002179990787,0.4775
2010-04-01,73.351006,1.2325612889908082,1.1517422742552923,1.034552816535082,0.4256
2010-05-01,18.024958,1.0164606794227278,1.1785767709560668,1.0375814141916126,0.2937
2010-06-01,5.1355224,0.8696454392932408,1.1399605354746831,1.0549784424199449,0.2454
2010-07-01,2.8730998,0.6118419323667494,1.1222404093358,1.0705537043885414,0.2105
2010-08-01,6.3960447,0.722503814503497,0.9523692639968676,1.075850277702987,0.2155
2010-09-01,10.704929,0.8393005044789752,0.7933948730569814,1.039391060738191,0.2185
2010-10-01,52.307575,0.9978393788714406,0.7863906256234952,1.0633119191031593,0.2496
2010-11-01,65.09807,0.9823939995626162,0.8629853971038188,1.1010639943635352,0.2986
2010-12-01,110.103714,1.133708265426478,1.0607636369531417,1.097115963679312,0.4253
2011-01-01,46.955124,1.078139200695277,1.0343908524188132,1.0572273704607469,0.4364
2011-02-01,31.529127,1.00227651173557,0.9897362727220824,0.9404168752306769,0.4838
2011-03-01,70.6995,0.8319344560017589,1.0026655017658586,0.9176860337807844,0.4712
2011-04-01,64.61722,0.910502951748411,0.9761240106516422,0.9077601645037412,0.3846
2011-05-01,106.49696,1.160988367048544,1.0452956492245893,0.9805100065296196,0.3106
2011-06-01,18.813684,1.2423252285884725,0.9662827777134704,1.0111265435309165,0.2714
2011-07-01,2.5277007,1.4841415469041288,1.036814513181204,1.0268841871185843,0.2292
2011-08-01,0.0,0.9178762968350724,1.1208804815876006,1.0209444446599163,0.2228
2011-09-01,0.0,0.178629833485171,1.10506230631148,0.9908148953701444,0.218
2011-10-01,41.23549,0.7904705773336753,1.1070710242679622,0.9776581821899326,0.2339
2011-11-01,125.441986,1.1059264827571056,1.033231921219535,1.0371121791827191,0.3299
2011-12-01,0.0,0.9953314489831592,0.8682666547409152,0.8924550200710227,0.3941
2012-01-01,0.0,0.857818656190836,0.7989585184641502,0.8836697270031876,0.3986
2012-02-01,17.377855,0.2713535109951999,0.769098382745968,0.8668609154479006,0.4004
2012-03-01,0.0,0.1304087601595623,0.715383823420167,0.780848456206124,0.3787
2012-04-01,0.0,0.1454604535664599,0.56949474983591,0.6910576954593884,0.3746
2012-05-01,17.252607,0.1767800837279194,0.0959874120170596,0.4848222125251453,0.3181
2012-06-01,10.318371,0.3602182747173008,0.1181061414589315,0.5255036325508312,0.2382
2012-07-01,2.1183553,0.6676416930624324,0.2236387879035574,0.5727348348643696,0.2138
2012-08-01,0.0,0.6555603026949258,0.1531638545229053,0.5725807108125028,0.2082
2012-09-01,0.0,0.1352553057699259,0.1585537739030993,0.5172139305384295,0.2243
2012-10-01,0.0,-2.1032412896063395,0.2860889856883816,0.4272722299667024,0.29755
2012-11-01,0.0,-2.2587060047474723,-0.1573001183543782,-0.0062527910877922,0.3562
2012-12-01,0.0,-2.109495383545165,-0.400808394480115,-0.1283844657666797,0.4189
2013-01-01,0.0,-1.9717192071437963,-2.2737067700292304,0.0081509641884335,0.44295
2013-02-01,0.0,-2.089033148139367,-2.269918452743801,-0.1145476348068219,0.48275
2013-03-01,0.0,-2.454347661724233,-2.286362277794165,-0.1096037612684165,0.5316
2013-04-01,41.999203,0.3936235944453828,0.1999108673063541,0.1380244428234933,0.4871
2013-05-01,18.60466,0.55742066591981,0.2572067504740272,0.050413150843096,0.3439
2013-06-01,7.185004,0.7065309076350667,0.2552081258799013,0.1264580112947097,0.2435
2013-07-01,3.5480542,0.6624918154801426,0.3726057716943594,0.2051698194514538,0.2235
2013-08-01,5.7078485,0.7854482590444902,0.5019589134860643,0.2277739011905031,0.2234
2013-09-01,35.842518,1.2292593933747922,0.7756589082761807,0.2741941368116528,0.2383
2013-10-01,29.874989,1.010274945986802,0.8142015544819907,0.3549631674754132,0.237
2013-11-01,38.436268,0.8925597582952902,0.7679742080701889,0.4480726002110158,0.2538
2013-12-01,38.07763,0.8187375890652261,0.8167063191564209,0.4527413339290134,0.29
2014-01-01,81.400764,0.9418471842193896,0.928135670053736,0.6743309355812258,0.3515
2014-02-01,47.92832,0.9532944362682236,0.9233445209732686,0.7434634709233351,0.4177
2014-03-01,57.8936,0.9333517220110316,0.8953704561453479,0.8184672227295554,0.4299
2014-04-01,44.126472,0.862566263840736,0.8696631668133012,0.8202975599984202,0.4069
2014-05-01,21.902935,0.8364998750870651,0.8494114002187164,0.7898910869249315,0.278
2014-06-01,6.671088,0.7374030622106784,0.8232953142074798,0.8219379750533552,0.226
2014-07-01,2.23381,0.6837457080235958,0.7738856934262375,0.8491246393707695,0.2075
2014-08-01,5.656054,0.7275428479424757,0.7668318769974274,0.8489119683464958,0.2072
2014-09-01,21.121407,1.004663018268141,0.7180413245638358,0.7970051666523289,0.2128
2014-10-01,22.194042,0.8552822669044213,0.6978941808205869,0.7845740271079364,0.2155
2014-11-01,174.94624,1.2449257855337763,1.1766783523540263,0.9433812255118698,0.2604
2014-12-01,45.98039,1.165191469092163,1.1129341364688303,0.919984633971198,0.3390025974025974
2015-01-01,62.397606,1.185143597848776,1.09598633072488,0.9403290181864165,0.3980948051948052
2015-02-01,45.592964,0.9199959308312456,1.0632459151788245,0.9369291230231244,0.4633
2015-03-01,43.325405,0.8380574759465339,1.0234665516150718,0.9208722454418092,0.4779
2015-04-01,29.046461,0.7606039430000288,0.9909077999758,0.9040667643884912,0.4526
2015-05-01,21.261074,0.7201182349292318,0.7749529978894341,0.8760942144584625,0.275
2015-06-01,7.641799,0.639652587676345,0.7157170154142564,0.9029112763959668,0.23755
2015-07-01,7.186406,0.7547485530231567,0.6967230944691749,0.9312874704799952,0.2221
2015-08-01,12.090763,1.0460417097719985,0.6998345707217607,0.9376620091148996,0.2178
2015-09-01,22.918343,1.193071923691864,0.7096277560605059,0.9132799207475534,0.2208
2015-10-01,40.32372,1.0337169900142509,0.8670883081610659,0.9305795222689968,0.2335
2015-11-01,20.988167,0.8063639512866518,0.7234630338565979,0.7474318063757136,0.2358
2015-12-01,26.169142,0.7489511677416,0.7472443780268353,0.6657967380789345,0.2294
2016-01-01,28.933033,0.6934945311652808,0.7625060884829348,0.681578914806646,0.2395
2016-02-01,42.620724,0.7531568523579163,0.7648129750121486,0.6774622768736555,0.2440999999999999
2016-03-01,52.945442,0.7562145007173141,0.7672046669330405,0.6925774205463427,0.2812
2016-04-01,27.39919,0.7777108321501657,0.6910134072420547,0.6889737725930898,0.3098
2016-05-01,52.530243,0.8670734891568427,0.7435574495987344,0.6909734875903901,0.2719
2016-06-01,5.2832484,0.8100452021919905,0.7167389123230594,0.7282614841948785,0.2226
2016-07-01,3.1532836,1.0177936682061146,0.7825345512714993,0.7578474054443312,0.2021
2016-08-01,7.345431,0.7656912814923748,0.8022473764754758,0.7514454000757189,0.2079
2016-09-01,12.412026,0.8977589481626065,0.7515877838855911,0.6949609766562288,0.2106
2016-10-01,49.147396,0.9946959418533684,0.9512163308386096,0.7048423471011345,0.2251
2016-11-01,75.595215,1.0133603967825633,0.9047878523092672,0.780199945965928,0.2462
2016-12-01,76.27451,1.0768905143350975,1.0076691342658428,0.7999215817802372,0.3325096774193548
2017-01-01,36.28361,1.0099289861473724,0.977586578260698,0.8601856213798736,0.4140903225806451
2017-02-01,67.78386,0.9836731848526976,0.9908510682586892,0.8884148182655626,0.4835
2017-03-01,35.121986,0.8024046537616568,0.9577417415376964,0.8679450203655492,0.5094
2017-04-01,45.78205,0.8588464046861344,0.9096394599096936,0.88816948432999,0.375
2017-05-01,17.716913,0.7409274896280087,0.8291706840100554,0.815951662457374,0.2682
2017-06-01,10.833364,0.74734033966781,0.7253972299743447,0.8530655628741076,0.2282
2017-07-01,2.3157063,0.6845717295173936,0.770584550049848,0.8787743292834416,0.2059
2017-08-01,7.1910143,0.8926087176569988,0.6935690729108922,0.8784516414738568,0.2084
2017-09-01,5.396364,0.7224738331862492,0.6484252456079467,0.8389676128519054,0.2027
2017-10-01,26.134079,0.7675710758490664,0.6336958392409369,0.8083407661477661,0.2117
2017-11-01,22.693302,0.6440316298522868,0.5215349359572875,0.7403259202817082,0.2189
2017-12-01,56.22474,0.8141068899150735,0.7136682437781127,0.6573191617883456,0.2418
2018-01-01,116.70463,1.0255817933332223,0.937350594823132,0.8278051390257084,0.31466
2018-02-01,62.51082,1.0987980609905783,0.9508050778229789,0.8209974079373794,0.39398
2018-03-01,72.06966,1.0766907300731443,0.9779815881555888,0.8647810177801676,0.4733
2018-04-01,82.32085,1.0357519165166729,1.0041666972058003,0.9052095281688176,0.45
2018-05-01,42.493156,1.0531829317818722,1.047687409340237,0.907215428304271,0.4004
2018-06-01,5.487793,1.0239632887181618,1.034065005422707,0.9247548718807438,0.2956
2018-07-01,2.0226116,0.9128811143567636,0.9799250068880334,0.9463179711123516,0.2311
2018-08-01,6.0522385,0.6946872197324558,0.9885688021926566,0.9450258627281496,0.232
2018-09-01,32.777374,1.1757917058569105,1.0271885155064462,0.9483802563657489,0.2472
2018-10-01,85.828094,1.2781822204655184,1.1273282032599818,1.006566939522066,0.28545
2018-11-01,88.0676,1.2156926688046898,1.138277821727992,1.0687675608424134,0.3743
2018-12-01,27.6443,1.078058051835982,1.0495751400690885,1.019658549261196,0.4268
2019-01-01,37.033813,0.9293326135692528,1.0116495940182213,0.9727890450754394,0.4218
2019-02-01,38.435665,0.771723550264091,0.9800021517940508,0.946924909381226,0.4134
2019-03-01,0.0,0.5665838730535282,0.8715186527807509,0.867754329310067,0.3583
2019-04-01,65.28281,0.7089103653553972,0.7919204704535399,0.8473075147547723,0.3353
2019-05-01,25.743853,0.7089339283177464,0.6703958802305698,0.7931344874396836,0.2854
2019-06-01,5.377118,0.8691000908738749,0.6242141852915631,0.8254141891568922,0.2347
2019-07-01,2.7101088,0.7253318467243824,0.6443135649680007,0.8546500369587285,0.2136
2019-08-01,4.656504,0.6664650359588796,0.6306063555565999,0.8529131142784704,0.2246
2019-09-01,11.687575,0.81978227902084,0.7883674944998293,0.7933838556227647,0.2181
2019-10-01,0.0,0.490164185874597,0.4903684135100864,0.6720209073360203,0.2265
2019-11-01,40.822258,0.6329652312540084,0.45936832613567,0.5977372498595928,0.2549
2019-12-01,73.66678,0.8459565995168293,0.760114988073959,0.6122236796777588,0.3435
2020-01-01,43.314396,0.941580889292428,0.8159599229697609,0.6908539020933661,0.3881
2020-02-01,15.366434,0.8619238530952725,0.7707244010386344,0.6562418531461114,0.3905
2020-03-01,87.86036,0.8242621360911412,0.8476141486774448,0.7808192266864118,0.32605
2020-04-01,56.894653,0.891838156178236,0.8838218162880969,0.7690032069748386,0.333
2020-05-01,34.034462,1.0052445090958682,0.8806553924206124,0.741360426682692,0.3005
2020-06-01,7.445215,0.8790138378149996,0.7930260249779117,0.7805867907864578,0.2444
2020-07-01,2.9610357,0.8537332050956967,0.8364007281834128,0.8123033581849468,0.2124
2020-08-01,5.437854,0.7675781272909752,0.9447497530464808,0.8130912263370724,0.2052
2020-09-01,12.214531,0.8525046394591359,0.8055145626013598,0.7773865386071773,0.2102
2020-10-01,0.0,0.5125250462779889,0.5821839554538524,0.7747064555503964,0.2228
2020-11-01,0.0,0.2119548024067989,0.1147798968116805,0.7204658214777621,0.2354
2020-12-01,0.0,-2.109495383545165,0.115778167442207,0.5429149266470561,0.3108
2021-01-01,0.0,-1.9717192071437963,0.1409987381574176,0.5423791679283311,0.3735
2021-02-01,0.0,-2.089033148139367,0.0268560502261372,0.5139213726924727,0.4415
2021-03-01,92.153145,0.6390220882736927,0.4885540252778981,0.52403642251518,0.472
2021-04-01,33.950783,0.788202600704339,0.5266988478686842,0.4761010497181155,0.3794
2021-05-01,22.267721,0.9168518568696172,0.5632740073286913,0.383333472252361,0.2875
2021-06-01,12.577027,0.7129815778513368,0.5948886765186828,0.4591675292301396,0.2318
2021-07-01,2.212552,0.7669722635733711,0.7239997254033523,0.5098375403967168,0.2083
2021-08-01,2.9965613,0.824176824399024,0.8595421355266667,0.5046978396023308,0.2056
2021-09-01,9.948637,0.7289574115362941,0.6169452948776981,0.4390558243075876,0.2125
2021-10-01,19.998684,0.7106097602073729,0.6364245242474571,0.4783879377679206,0.2085
2021-11-01,30.945791,0.6848248516860425,0.5472802577712299,0.5403780950478694,0.2213
2021-12-01,52.946426,0.8100504684896908,0.7104419827156296,0.5688404618186741,0.2481
2022-01-01,52.537514,0.8877927394233645,0.805155051429231,0.7210273913008836,0.2705
2022-02-01,33.994453,0.8817567572964389,0.8012398783897817,0.7675077732880262,0.27265
2022-03-01,92.67056,0.9132154720992126,0.880370329547573,0.7685561648459257,0.3208
2022-04-01,47.8226,0.931109928489122,0.8739938568369234,0.7856235752480272,0.3565
2022-05-01,23.788448,0.964446635141435,0.869179597090343,0.7498324534807191,0.2438
2022-06-01,12.1070595,0.8017684786683442,0.8291995635744251,0.7851051779178937,0.2055
2022-07-01,2.5212665,0.7837760813604309,0.8571488838980612,0.8165915779971649,0.1979
2022-08-01,3.965798,0.8464983214734991,0.9106345446252871,0.8175981823484414,0.1938
2022-09-01,13.363169,0.8367094331495574,0.7278978954758217,0.7859670096299683,0.2018
2022-10-01,40.82051,0.9235228300741948,0.7923512899386601,0.8096532346372891,0.2054
2022-11-01,13.816029,0.7248967024385155,0.5942677483215364,0.788964472151637,0.2205
2022-12-01,78.245926,0.903117191026269,0.8204601690558534,0.7760795549359544,0.2796737704918032
2023-01-01,23.102327,0.8280549720071029,0.8140878970682585,0.7932187465802801,0.3333
2023-02-01,99.984604,1.0299826722905845,0.9198801138348228,0.8726056658963443,0.3624333333333333
2023-03-01,19.335703,0.8121127693568057,0.8690149918235802,0.7838842089009816,0.377
2023-04-01,25.231693,0.8464879844231091,0.797142373243951,0.7533286099123673,0.2752
2023-05-01,30.237883,0.6336661409901371,0.8244624110081905,0.7218857194369414,0.2341
2023-06-01,5.891003,0.6636809369601385,0.7030487155679108,0.7516794506039278,0.2139
2023-07-01,2.0340614,0.7806697954155577,0.7792318539980753,0.7843810366952788,0.1945
2023-08-01,3.962939,0.6355928811484722,0.551596797112394,0.7842239935194603,0.1924
2023-09-01,8.007663,0.6989535099566032,0.5627166905455502,0.7382160336654471,0.1932
2023-10-01,32.331894,0.8171086117161902,0.7138639786136525,0.7236411601804107,0.2015
2023-11-01,19.454662,0.6783332817704192,0.5029091549636144,0.7324850436370008,0.2094
2023-12-01,35.158905,0.7468238988208682,0.642091745265476,0.6110909916577826,0.2206262295081967
2024-01-01,40.512947,0.7640792806586945,0.7319765587892811,0.7061490841293246,0.2308
2024-02-01,49.048294,0.8398660096851868,0.7700295341555448,0.6285731280336864,0.2449
2024-03-01,48.067974,0.7976640824116911,0.7890006179264969,0.6744907809637841,0.3048
2024-04-01,32.296665,0.7990702079844929,0.7380330901006765,0.6838342668677169,0.3005
2024-05-01,19.078184,0.744284999835334,0.7312610606988103,0.6185337136250713,0.2433
2024-06-01,5.806053,0.6341030973449215,0.681798248838769,0.6646955334382539,0.2026
2024-07-01,2.2215772,0.6287506810454301,0.704211784793189,0.7039588819687008,0.1867
2024-08-01,3.3635118,0.6169484339386396,0.6606264971449621,0.7029481265306136,0.1925
2024-09-01,19.99691,0.9466629479979124,0.6096644213053788,0.6760529718368935,0.1971
2024-10-01,51.234795,1.0293549070897543,0.8190011217597911,0.7009684779817686,0.2136
2024-11-01,30.20633,0.8815199621619829,0.7315607868162809,0.7173614603145926,0.2386
2024-12-01,37.761284,0.8611792957373492,0.796132862598029,0.6668029830949825,0.2386
